Languagetool gets right: 13772
Out of: 38698
Accuracy: 0.356

LT correct + ours correct: 8131
LT correct + ours incorrect: 5641
LT incorrect + ours correct: 7051
LT incorrect + ours incorrect: 17875

############ Correct by Languagetool, correct by us ##########
orig: wolte 	 correct: wollte ours: wollte
orig: rechen 	 languagetool:  	 correct: Rechenaufgabe ours: reichen
orig: auf 	 languagetool:  	 correct: Rechenaufgabe ours: auf
orig: gabe 	 languagetool:  	 correct: Rechenaufgabe ours: habe
orig: Plözlich 	 languagetool:  	 correct: Plötzlich ours: plötzlich
orig: Lears 	 languagetool:  	 correct: Leas ours: Lars
orig: disem 	 languagetool:  	 correct: diesem ours: Diesem
orig: zeitpunkt 	 languagetool:  	 correct: Zeitpunkt ours: Zeitung
orig: Bellte 	 languagetool:  	 correct: bellte ours: belle
orig: das 	 languagetool:  	 correct: dass ours: das
orig: erger 	 languagetool:  	 correct: Ärger ours: ärger
orig: Lears 	 languagetool:  	 correct: Leas ours: Lars
orig: gets 	 languagetool: Netz 	 correct: gehts ours: Gels
orig: DoDo 	 languagetool: Dojo 	 correct: Dodo ours: Duo
orig: pas 	 languagetool: PAs 	 correct: pass ours: Pass
orig: siet 	 languagetool: sie 	 correct: sieht ours: sie
orig: in 	 languagetool:  	 correct: ihn ours: ein
orig: Matte 	 languagetool:  	 correct: Matheaufgabe ours: Mitte
orig: auf 	 languagetool:  	 correct: Matheaufgabe ours: auf
orig: gabe 	 languagetool:  	 correct: Matheaufgabe ours: habe
orig: läsen 	 languagetool:  	 correct: lösen ours: lesen
orig: in 	 languagetool:  	 correct: ihn ours: in
orig: schochen 	 languagetool: gegen 	 correct: scheuchen ours: schwachen
orig: das 	 languagetool:  	 correct: dass ours: das
orig: belte 	 languagetool: beide 	 correct: bellte ours: beste
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: schochen 	 languagetool: gegen 	 correct: scheuchen ours: schicken
orig: drefchen 	 languagetool: drängen 	 correct: treffen ours: drehen
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: Jage 	 languagetool:  	 correct: Jacke ours: Page
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: mit 	 languagetool:  	 correct: mitgenommen ours: mit
orig: kennome 	 languagetool: kenne 	 correct: mitgenommen ours: Kondome
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: kamman 	 languagetool: kam man 	 correct: kann man ours: kommen
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: belt 	 languagetool: Belt 	 correct: bellt ours: best
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: gehsen 	 languagetool: gehen 	 correct: gesehen ours: gehen
orig: geh 	 languagetool:  	 correct: gehabt ours: geht
orig: habt 	 languagetool:  	 correct: gehabt ours: halt
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: rechnen 	 languagetool:  	 correct: Rechnen ours: rechten
orig: belte 	 languagetool: beide 	 correct: bellte ours: Gelte
orig: weg 	 languagetool:  	 correct: weggeflogen ours: weg
orig: geflogen 	 languagetool:  	 correct: weggeflogen ours: geflogen
orig: noch 	 languagetool:  	 correct: nochmal ours: doch
orig: mal 	 languagetool:  	 correct: nochmal ours: mal
orig: lahs 	 languagetool: las 	 correct: Lars ours: lass
orig: das 	 languagetool:  	 correct: dass ours: das
orig: hichelte 	 languagetool: hagelte 	 correct: hechelte ours: Hechelte
orig: das 	 languagetool:  	 correct: dass ours: das
orig: dodos 	 languagetool: Fotos 	 correct: Dodos ours: doof
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: sahr 	 languagetool: Jahr 	 correct: sah ours: sehr
orig: garnigs 	 languagetool: körnige 	 correct: gar nix ours: Gangs
orig: er 	 languagetool:  	 correct: erschrak ours: Er
orig: schrak 	 languagetool:  	 correct: erschrak ours: Schrank
orig: Belte 	 languagetool: Bälde 	 correct: bellte ours: Beute
orig: fogl 	 languagetool: voll 	 correct: Vogel ours: toll
orig: reuch 	 languagetool: reich 	 correct: ruhig ours: euch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: troz 	 languagetool: groß 	 correct: trotzdem ours: trotz
orig: dem 	 languagetool:  	 correct: trotzdem ours: der
orig: fogel 	 languagetool: vögel 	 correct: Vogel ours: Fiel
orig: er 	 languagetool:  	 correct: erschrak ours: er
orig: schrak 	 languagetool:  	 correct: erschrak ours: Schrank
orig: pein 	 languagetool: Pein 	 correct: peinlich ours: ein
orig: lich 	 languagetool: sich 	 correct: peinlich ours: sich
orig: Lehrer 	 languagetool:  	 correct: Lehrerin ours: Lehrer
orig: in 	 languagetool:  	 correct: Lehrerin ours: an
orig: danke 	 languagetool:  	 correct: dankeschön ours: danke
orig: Schon 	 languagetool: schon 	 correct: dankeschön ours: schon
orig: angerasst 	 languagetool: angepasst 	 correct: angerast ours: angepasst
orig: kammen 	 languagetool: kämmen 	 correct: kamen ours: Kommen
orig: Arbeitet 	 languagetool:  	 correct: arbeitet ours: Arbeiten
orig: Belte 	 languagetool: Bälde 	 correct: bellte ours: Beate
orig: HaLo 	 languagetool: Halo 	 correct: Hallo ours: Hall
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: HaLo 	 languagetool: Halo 	 correct: Hallo ours: Hall
orig: angekom 	 languagetool: angekohlt 	 correct: angekommen ours: Angebot
orig: Legt 	 languagetool: legt 	 correct: leckt ours: legt
orig: kugt 	 languagetool: gut 	 correct: kuckt ours: fugt
orig: blat 	 languagetool: bald 	 correct: Blatt ours: blau
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: belt 	 languagetool: Belt 	 correct: bellt ours: best
orig: hät 	 languagetool: hat 	 correct: hält ours: hat
orig: hant 	 languagetool: hat 	 correct: Hand ours: haut
orig: kugt 	 languagetool: gut 	 correct: kuckt ours: fugt
orig: wie 	 languagetool:  	 correct: wieso ours: die
orig: so 	 languagetool:  	 correct: wieso ours: so
orig: klass 	 languagetool: blass 	 correct: Klasse ours: klasse
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: nich 	 languagetool: sich 	 correct: nicht ours: sich
orig: das 	 languagetool:  	 correct: dass ours: was
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: ap 	 languagetool: AP 	 correct: abhaut ours: an
orig: haut 	 languagetool:  	 correct: abhaut ours: hat
orig: belen 	 languagetool: beten 	 correct: bellen ours: beten
orig: belte 	 languagetool:  	 correct: bellte ours: beste
orig: Nach 	 languagetool:  	 correct: nachsitzen ours: nach
orig: sitzen 	 languagetool:  	 correct: nachsitzen ours: setzen
orig: mus 	 languagetool: Mus 	 correct: muss ours: aus
orig: das 	 languagetool:  	 correct: dass ours: das
orig: istweg 	 languagetool: ist weg 	 correct: ist weggefahren ours: stieg
orig: gefahren 	 languagetool:  	 correct: ist weggefahren ours: gefahren
orig: Drausen 	 languagetool: Draußen 	 correct: draußen ours: Drusen
orig: haltes 	 languagetool: Haltes 	 correct: haltet ours: halten
orig: Hargelman 	 languagetool:  	 correct: Hagelman ours: Hampelmann
orig: kukt 	 languagetool: rückt 	 correct: kuckt ours: Kult
orig: stig 	 languagetool: stich 	 correct: stieg ours: Stieg
orig: das 	 languagetool:  	 correct: dass ours: das
orig: rend 	 languagetool: rund 	 correct: rennt ours: Rund
orig: hinter 	 languagetool:  	 correct: hinterher ours: hinter
orig: her 	 languagetool:  	 correct: hinterher ours: her
orig: krigt 	 languagetool: bricht 	 correct: kriegt ours: zeigt
orig: Hold 	 languagetool: hold 	 correct: holt ours: Gold
orig: Grünen 	 languagetool:  	 correct: grünen ours: Gründen
orig: SchulTasch 	 languagetool: Schultag 	 correct: Schultasche ours: Schlauch
orig: raante 	 languagetool: rasante 	 correct: rannte ours: rasante
orig: einer 	 languagetool:  	 correct: einer ours: einem
orig: r 	 languagetool:  	 correct: einer ours: r
orig: U.bahn 	 languagetool:  	 correct: U-Bahn ours: Bahn
orig: kanp 	 languagetool: kann 	 correct: knapp ours: kann
orig: dreck 	 languagetool: Dreck 	 correct: direkt ours: druck
orig: sahs 	 languagetool: sah 	 correct: saß ours: sah
orig: neck 	 languagetool: Beck 	 correct: nächsten ours: deck
orig: sten 	 languagetool: Osten 	 correct: nächsten ours: ästen
orig: hilt 	 languagetool: gilt 	 correct: hielt ours: hält
orig: stig 	 languagetool: stich 	 correct: stieg ours: Stieg
orig: schnuper 	 languagetool: schnupper 	 correct: schnupperte ours: schnuppert
orig: te 	 languagetool: de 	 correct: schnupperte ours: tu
orig: speht 	 languagetool: späht 	 correct: spät ours: späht
orig: los 	 languagetool:  	 correct: losgefahren ours: los
orig: gefahren 	 languagetool:  	 correct: losgefahren ours: gefahren
orig: DoDo 	 languagetool: Dojo 	 correct: Dodo ours: Dom
orig: siesizen 	 languagetool: riesigen 	 correct: sie sitzen ours: riesigen
orig: getraus 	 languagetool: getraut 	 correct: geht raus ours: heraus
orig: DoDo 	 languagetool: Dojo 	 correct: Dodo ours: Dom
orig: fargischt 	 languagetool: farbigst 	 correct: vergisst ours: Frischt
orig: rarftsih 	 languagetool:  	 correct: ruft sie ours: rasch
orig: Zu 	 languagetool: zu 	 correct: zurück ours: zu
orig: rük 	 languagetool: Eyck 	 correct: zurück ours: für
orig: rentinhinter 	 languagetool:  	 correct: rennt ihn hinterher ours: entlohnter
orig: her 	 languagetool:  	 correct: rennt ihn hinterher ours: hier
orig: Dobo 	 languagetool: Dojo 	 correct: Dodo ours: ob
orig: renti 	 languagetool: rund 	 correct: rennt ihn ours: rennt
orig: hinter 	 languagetool:  	 correct: hinterher ours: hinter
orig: her 	 languagetool:  	 correct: hinterher ours: her
orig: tursche 	 languagetool: durchs 	 correct: Tasche ours: dusche
orig: Ap 	 languagetool: AP 	 correct: ab ours: Au
orig: dar 	 languagetool:  	 correct: da ours: der
orig: Dobo 	 languagetool: Dojo 	 correct: Dodo ours: Foto
orig: sih 	 languagetool: sich 	 correct: sie ours: sich
orig: Klaschen 	 languagetool: Klagen 	 correct: klatschen ours: Flaschen
orig: stig 	 languagetool: stich 	 correct: stieg ours: Steg
orig: Bustelle 	 languagetool: Baustelle 	 correct: Busstelle ours: stelle
orig: Buhalte 	 languagetool: Buh alte 	 correct: Bushaltestelle ours: behalte
orig: stelle 	 languagetool:  	 correct: Bushaltestelle ours: Stelle
orig: ein 	 languagetool:  	 correct: eingestiegen ours: in
orig: gestiegen 	 languagetool:  	 correct: eingestiegen ours: bestiegen
orig: da 	 languagetool:  	 correct: dabei ours: das
orig: bei 	 languagetool:  	 correct: dabei ours: sei
orig: sahs 	 languagetool: sah 	 correct: saß ours: sah
orig: halte 	 languagetool:  	 correct: Haltestelle ours: halbe
orig: Stelle 	 languagetool:  	 correct: Haltestelle ours: stelle
orig: Bus 	 languagetool:  	 correct: Busscheibe ours: Bugs
orig: scheibe 	 languagetool: Scheibe 	 correct: Busscheibe ours: Scheibe
orig: ein 	 languagetool:  	 correct: einholen ours: in
orig: hollen 	 languagetool: sollen 	 correct: einholen ours: wollen
orig: ab 	 languagetool:  	 correct: abzuholen ours: ab
orig: zu 	 languagetool:  	 correct: abzuholen ours: zu
orig: holen 	 languagetool:  	 correct: abzuholen ours: holen
orig: sist 	 languagetool:  	 correct: sitzt ours: ist
orig: kugt 	 languagetool: gut 	 correct: kuckt ours: lugt
orig: sist 	 languagetool: ist 	 correct: sitzt ours: ist
orig: ankekugt 	 languagetool: angefügt 	 correct: angekuckt ours: angelegt
orig: seikt 	 languagetool: sei kt 	 correct: zeigt ours: senkt
orig: Alls 	 languagetool:  	 correct: Als ours: All
orig: gegen 	 languagetool:  	 correct: gegenüber ours: gegen
orig: über 	 languagetool:  	 correct: gegenüber ours: über
orig: kukt 	 languagetool: rückt 	 correct: kuckt ours: Kurt
orig: sit 	 languagetool: ist 	 correct: sieht ours: mit
orig: mitiren 	 languagetool: mithören 	 correct: mit ihren ours: zitieren
orig: hinter 	 languagetool:  	 correct: hinterher ours: hinter
orig: her 	 languagetool:  	 correct: hinterher ours: her
orig: funt 	 languagetool: fand 	 correct: Fundbüro ours: bunt
orig: büro 	 languagetool: Büro 	 correct: Fundbüro ours: Büro
orig: funt 	 languagetool: fand 	 correct: Fundbüro ours: bunt
orig: büro 	 languagetool: Büro 	 correct: Fundbüro ours: Büro
orig: glü 	 languagetool: glüh 	 correct: glücklich ours: als
orig: glich 	 languagetool:  	 correct: glücklich ours: gleich
orig: Schüs 	 languagetool: GHz 	 correct: Tschüs ours: Schön
orig: volte 	 languagetool: Volte 	 correct: wollte ours: volle
orig: Bus 	 languagetool:  	 correct: Busfahrer ours: Bus
orig: fahrer 	 languagetool: Fahrer 	 correct: Busfahrer ours: fahren
orig: Fundbüro 	 languagetool:  	 correct: Fundbürogeschäft ours: Fundort
orig: geschäft 	 languagetool: Geschäft 	 correct: Fundbürogeschäft ours: Geschäft
orig: 10minute 	 languagetool:  	 correct: 10 Minute ours: Minuten
orig: hiltan 	 languagetool: hintan 	 correct: hielt an ours: halten
orig: rent 	 languagetool: rund 	 correct: rennt ours: Regt
orig: Fund 	 languagetool:  	 correct: Fundbüro ours: und
orig: büro 	 languagetool: Büro 	 correct: Fundbüro ours: Büro
orig: selzt 	 languagetool: setzt 	 correct: selbst ours: setzt
orig: O 	 languagetool:  	 correct: Opa ours: O
orig: pa 	 languagetool:  	 correct: Opa ours: da
orig: Bus 	 languagetool:  	 correct: Bushaltestelle ours: Bus
orig: hallte 	 languagetool:  	 correct: Bushaltestelle ours: halte
orig: stelle 	 languagetool: Stelle 	 correct: Bushaltestelle ours: Stelle
orig: gekwascht 	 languagetool: geklagt 	 correct: gequatscht ours: gekracht
orig: herr 	 languagetool: Herr 	 correct: hergelaufen ours: her
orig: gelaufen 	 languagetool:  	 correct: hergelaufen ours: gelaufen
orig: Tache 	 languagetool: Tage 	 correct: Tasche ours: Sache
orig: ab 	 languagetool:  	 correct: abgeholt ours: ab
orig: geholt 	 languagetool:  	 correct: abgeholt ours: geholt
orig: Hundesalun 	 languagetool:  	 correct: Hundesaloon ours: hundekalt
orig: in 	 languagetool:  	 correct: ihn ours: ein
orig: aufstieg 	 languagetool:  	 correct: ausstieg ours: Aufstieg
orig: liefehn 	 languagetool: liefern 	 correct: liefen ours: liefern
orig: nachdenken 	 languagetool:  	 correct: Nachdenken ours: nachdenken
orig: Fund-büro 	 languagetool: Fund -büro 	 correct: Fundbüro ours: Fundort
orig: Haupt-rollen 	 languagetool:  	 correct: Hauptrollen ours: aufrollen
orig: Gegen 	 languagetool: gegen 	 correct: Gegenüber ours: gegen
orig: über 	 languagetool:  	 correct: Gegenüber ours: über
orig: das 	 languagetool:  	 correct: dass ours: das
orig: Rocksag 	 languagetool: Rock sag 	 correct: Rucksack ours: Rocks
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: Rocksag 	 languagetool: Rock sag 	 correct: Rucksack ours: Rocks
orig: Rocksag 	 languagetool: Rock sag 	 correct: Rucksack ours: Rocks
orig: Fund 	 languagetool:  	 correct: Fundladengeschäft ours: und
orig: Laden 	 languagetool:  	 correct: Fundladengeschäft ours: laden
orig: geschehft 	 languagetool: geschärft 	 correct: Fundladengeschäft ours: geschafft
orig: Rocksag 	 languagetool: Rock sag 	 correct: Rucksack ours: rockig
orig: Rocksag 	 languagetool: Rock sag 	 correct: Rucksack ours: Rocks
orig: vehrgist 	 languagetool: vergibt 	 correct: vergisst ours: vergibt
orig: Gegen 	 languagetool:  	 correct: Gegenüber ours: Gegen
orig: über 	 languagetool:  	 correct: Gegenüber ours: Aber
orig: Vehrgist 	 languagetool: Vergibt 	 correct: vergisst ours: Vergisst
orig: Gehen 	 languagetool:  	 correct: gehen ours: Gehen
orig: okey 	 languagetool: okay 	 correct: Okay ours: Oder
orig: niem 	 languagetool: nie 	 correct: nimm ours: nie
orig: das 	 languagetool:  	 correct: dass ours: das
orig: stopten 	 languagetool: stoppen 	 correct: stoppten ours: stoppen
orig: weile 	 languagetool:  	 correct: Weile ours: Weise
orig: zu 	 languagetool:  	 correct: zufrieden ours: zu
orig: frieden 	 languagetool: Frieden 	 correct: zufrieden ours: Frieden
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: weg 	 languagetool:  	 correct: weggefahren ours: weg
orig: gefahren 	 languagetool:  	 correct: weggefahren ours: gefahren
orig: verg-esen 	 languagetool: vergießen 	 correct: vergessen ours: vergeben
orig: kukte 	 languagetool: rückte 	 correct: kuckte ours: Kulte
orig: Rennen 	 languagetool:  	 correct: rennen ours: Rennen
orig: hochgenomen 	 languagetool: Hochgenomen 	 correct: hochgenommen ours: hochgezogen
orig: den 	 languagetool:  	 correct: denn ours: den
orig: bitteschön 	 languagetool:  	 correct: bitte schön ours: Bitteschön
orig: gegen 	 languagetool:  	 correct: gegenüber ours: geben
orig: über 	 languagetool:  	 correct: gegenüber ours: aber
orig: man 	 languagetool:  	 correct: Mann ours: man
orig: austeigen 	 languagetool: au steigen 	 correct: aussteigen ours: aufsteigen
orig: das 	 languagetool:  	 correct: dass ours: das
orig: irgend 	 languagetool:  	 correct: irgendwas ours: irgend
orig: was 	 languagetool:  	 correct: irgendwas ours: was
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: kamm 	 languagetool: Kamm 	 correct: kam ours: Kam
orig: los 	 languagetool:  	 correct: losfuhr ours: los
orig: fur 	 languagetool: für 	 correct: losfuhr ours: zur
orig: man 	 languagetool:  	 correct: Mann ours: an
orig: rante 	 languagetool:  	 correct: rannte ours: Rannte
orig: Altemann 	 languagetool: Altmann 	 correct: alte Mann ours: Alemannia
orig: stig 	 languagetool: stich 	 correct: stieg ours: Stil
orig: Iide 	 languagetool: Byte 	 correct: Idee ours: Tide
orig: Frölich 	 languagetool: Rötlich 	 correct: Fröhlich ours: fröhlich
orig: boben 	 languagetool: oben 	 correct: Boden ours: oben
orig: streg 	 languagetool: stieg 	 correct: streck ours: Stieg
orig: man 	 languagetool:  	 correct: Mann ours: man
orig: das 	 languagetool:  	 correct: dass ours: das
orig: belt 	 languagetool: Belt 	 correct: bellt ours: Best
orig: Schlechtes 	 languagetool:  	 correct: schlechtes ours: schlechten
orig: wiel 	 languagetool: viel 	 correct: will ours: Will
orig: man 	 languagetool:  	 correct: Mann ours: man
orig: vergesen 	 languagetool: vergäßen 	 correct: vergessen ours: vergeben
orig: hinter 	 languagetool:  	 correct: hinterher ours: hinter
orig: her 	 languagetool:  	 correct: hinterher ours: her
orig: rent 	 languagetool: rund 	 correct: rennt ours: Regt
orig: Leo 	 languagetool:  	 correct: Lea ours: Leo
orig: da 	 languagetool:  	 correct: dabei ours: das
orig: bei 	 languagetool:  	 correct: dabei ours: bei
orig: sahs 	 languagetool: sah 	 correct: saß ours: sah
orig: wen 	 languagetool:  	 correct: wenn ours: den
orig: auf 	 languagetool:  	 correct: aufgestanden ours: auf
