Languagetool gets right: 2478
Out of: 5366
Accuracy: 0.462

LT correct + ours correct: 1813
LT correct + ours incorrect: 665
LT incorrect + ours correct: 1176
LT incorrect + ours incorrect: 1712

############ Correct by Languagetool, correct by us ##########
orig: Naturlich 	 correct: Natürlich ours: Natürlich
orig: Die 	 languagetool: die 	 correct: Dreizimmerwohnung ours: die
orig: Zimmer 	 languagetool:  	 correct: Dreizimmerwohnung ours: Zimmer
orig: Wohnung 	 languagetool:  	 correct: Dreizimmerwohnung ours: Wohnung
orig: Drei 	 languagetool: drei 	 correct: Dreihundert ours: drei
orig: hundert 	 languagetool:  	 correct: Dreihundert ours: hundert
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: miete 	 languagetool:  	 correct: Miete ours: Mieten
orig: wen 	 languagetool:  	 correct: wenn ours: Wer
orig: Frundlaich 	 languagetool: Gründlich 	 correct: freundlichen ours: freundlich
orig: Gürs 	 languagetool: Fürs 	 correct: Grüßen ours: Tür
orig: 2 	 languagetool:  	 correct: Zweizimmerwohnung ours: 2
orig: Zimmer 	 languagetool:  	 correct: Zweizimmerwohnung ours: Zimmer
orig: Wohnung 	 languagetool:  	 correct: Zweizimmerwohnung ours: Wohnung
orig: Drei_Zimmer 	 languagetool:  	 correct: Dreizimmerwohnung ours: Dreißiger
orig: Wohnung 	 languagetool:  	 correct: Dreizimmerwohnung ours: Wohnung
orig: Seer 	 languagetool: See 	 correct: Sehr ours: Seher
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: schlafezimmer 	 languagetool: schlafe zimmer 	 correct: Schlafzimmer ours: Schleimer
orig: Kürche 	 languagetool: Kirche 	 correct: Küchenhilfe ours: Kirche
orig: Hilfe 	 languagetool:  	 correct: Küchenhilfe ours: Hilfe
orig: m 	 languagetool:  	 correct: m² ours: m
orig: Schlafe 	 languagetool:  	 correct: Schlafzimmer ours: Schlaf
orig: zimmer 	 languagetool: Zimmer 	 correct: Schlafzimmer ours: Zimmer
orig: Kinder 	 languagetool:  	 correct: Kinderzimmer ours: Kinder
orig: zimmer 	 languagetool: Zimmer 	 correct: Kinderzimmer ours: immer
orig: speilt 	 languagetool: spielt 	 correct: Spielplatz ours: spielt
orig: plaze 	 languagetool: blase 	 correct: Spielplatz ours: plane
orig: Fahre 	 languagetool:  	 correct: fahren ours: fahre
orig: Kank 	 languagetool: Lang 	 correct: krank ours: Dank
orig: shekin 	 languagetool: shocking 	 correct: schicken ours: sein
orig: Fahre 	 languagetool:  	 correct: fahren ours: Jahre
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: kw 	 languagetool: kW 	 correct: m² ours: km
orig: Kalt 	 languagetool: kalt 	 correct: Kaltmiete ours: alt
orig: mitte 	 languagetool: Mitte 	 correct: Kaltmiete ours: bitte
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: wohen 	 languagetool: von 	 correct: Wohnung ours: wohin
orig: GrußKüch 	 languagetool: Grässlich 	 correct: groß ours: Bruch
orig: was 	 languagetool:  	 correct: Küche ours: Was
orig: vielGruß 	 languagetool: viel Gruß 	 correct: Was ours: Gruß
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: E 	 languagetool:  	 correct: € ours: E
orig: Gresß 	 languagetool: Greis 	 correct: Grüße ours: Gruß
orig: Tud 	 languagetool: Gut 	 correct: Tut ours: Tod
orig: breibe 	 languagetool: breite 	 correct: bleibt ours: bleibe
orig: Kats 	 languagetool:  	 correct: Katze ours: Kat
orig: KenniA 	 languagetool: Dennis 	 correct: Kenia ours: Tennis
orig: Nach 	 languagetool:  	 correct: Nachmittags ours: nach
orig: Mittags 	 languagetool:  	 correct: Nachmittags ours: Mittag
orig: Süsse 	 languagetool: Müsse 	 correct: Süße ours: Nüsse
orig: stadt 	 languagetool: Stadt 	 correct: Stadt X ours: Stadt
orig: X. 	 languagetool:  	 correct: Stadt X. ours: CD
orig: vondreitag 	 languagetool:  	 correct: von drei Tage ours: vorzeitig
orig: voraus 	 languagetool:  	 correct: Voraus ours: voraus
orig: futer 	 languagetool: guter 	 correct: Futter ours: futter
orig: Meinen 	 languagetool:  	 correct: meinen ours: einen
orig: brifkasten 	 languagetool: privaten 	 correct: Briefkasten ours: brillanten
orig: Konntet 	 languagetool: konntet 	 correct: Könntest ours: konnte
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: Fille 	 languagetool: Ville 	 correct: Vielen ours: Fälle
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: Kanst 	 languagetool: Kannst 	 correct: kannst ours: Kunst
orig: Kuzine 	 languagetool: Kusine 	 correct: Cousine ours: Kabine
orig: wochenend 	 languagetool: Wochenende 	 correct: Wochenendfahrkarte ours: schonend
orig: Farkarte 	 languagetool: Fahrkarte 	 correct: Wochenendfahrkarte ours: Farnarten
orig: Schäde 	 languagetool: Schäden 	 correct: Schade ours: Schäme
orig: gehts 	 languagetool:  	 correct: geht´s ours: Geht
orig: Bäümen 	 languagetool: Bäumen 	 correct: Bäume ours: Blüten
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: 3 	 languagetool:  	 correct: Dreizimmerwohnung ours: 3
orig: Zimmer 	 languagetool:  	 correct: Dreizimmerwohnung ours: Zimmer
orig: Wohnung 	 languagetool:  	 correct: Dreizimmerwohnung ours: Wohnung
orig: . 	 languagetool:  	 correct: Dreizimmerwohnung ours: .
orig: Kindern 	 languagetool:  	 correct: Kinderzimmern ours: Kinder
orig: Zimmer 	 languagetool:  	 correct: Kinderzimmern ours: immer
orig: weill 	 languagetool: Weill 	 correct:  weil ours: weil
orig: reise 	 languagetool:  	 correct: Reise ours: leise
orig: Alesclar 	 languagetool: Glasklar 	 correct: Alles klar ours: Lesbar
orig: AuWiedehören 	 languagetool:  	 correct: Auf Wiederhören ours: Ausgedehnten
orig: Job 	 languagetool:  	 correct: Jobtermin ours: Job
orig: Tamin 	 languagetool: Tamil 	 correct: Jobtermin ours: Kamin
orig: tag 	 languagetool: Tag 	 correct: Tage ours: tage
orig: nich 	 languagetool: sich 	 correct: nicht ours: noch
orig: Darfen 	 languagetool: Larven 	 correct: dürfen ours: Dürfen
orig: Vieb 	 languagetool: Vieh 	 correct: Viele ODER Liebe ours: Sieb
orig: der 	 languagetool:  	 correct: Der ours: dem
orig: server 	 languagetool: Server 	 correct: Sevice ours: Server
orig: Liber 	 languagetool: Leber 	 correct: Lieber ours: Libero
orig: dise 	 languagetool: die 	 correct: diese ours: die
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: nichst.Glücklicherweise 	 languagetool:  	 correct: nichts. Gkücklicherweise ours: natürlicherweise
orig: Fahrkate 	 languagetool: Fahr Kate 	 correct: Fahrkarte ours: Fahrt
orig: Fahrkate 	 languagetool: Fahr Kate 	 correct: Fahrkarte ours: Fahrt
orig: tags 	 languagetool:  	 correct: Tage ours: tage
orig: neh 	 languagetool: neu 	 correct: nah ours: neu
orig: Das 	 languagetool:  	 correct: Deswegen ours: Das
orig: wegen 	 languagetool:  	 correct: Deswegen ours: Wegen
orig: umzehen 	 languagetool: umsehen 	 correct: umziehen ours: umgehen
orig: arbetet 	 languagetool: arbeitet 	 correct: arbeite ours: arbeitet
orig: liebe 	 languagetool:  	 correct: Liebe ours: lieber
orig: zimm 	 languagetool: Timm 	 correct: Zimmer ours: Zimt
orig: Dreter 	 languagetool: Dieter 	 correct: dritter ours: Dieter
orig: Bitte 	 languagetool:  	 correct: bitte ours: Bitte
orig: schone 	 languagetool:  	 correct: schönem ours: schon
orig: 3 	 languagetool:  	 correct: Dreizimmerwohnung ours: 3
orig: Zimmer 	 languagetool:  	 correct: Dreizimmerwohnung ours: Zimmer
orig: Wonung 	 languagetool: Wohnung 	 correct: Dreizimmerwohnung ours: Wohnung
orig: mit 	 languagetool:  	 correct: Dreizimmerwohnung ours: mit
orig: gehtter 	 languagetool: kehrte 	 correct: geehrte ours: geehrter
orig: zwei 	 languagetool:  	 correct: Zweizimmerwohnung ours: zwei
orig: zimmer 	 languagetool: Zimmer 	 correct: Zweizimmerwohnung ours: zimmer
orig: wohnug 	 languagetool: Wohnung 	 correct: Zweizimmerwohnung ours: Wohnung
orig: zwei 	 languagetool:  	 correct: Zweizimmerwohnung ours: zwei
orig: zimmer 	 languagetool: Zimmer 	 correct: Zweizimmerwohnung ours: zimmer
orig: wohung 	 languagetool: Young 	 correct: Zweizimmerwohnung ours: Wohnung
orig: balkon 	 languagetool: Balkon 	 correct: Bakon ours: Balkon
orig: oda 	 languagetool: da 	 correct: oder ours: da
orig: Aotu 	 languagetool: Amt 	 correct: Auto ours: Gott
orig: Mitt 	 languagetool: Mitte 	 correct: Mit ours: Mitte
orig: Froundliche 	 languagetool: Grundlage 	 correct: freundliche ours: freundlichem
orig: 3 	 languagetool:  	 correct: Dreizimmerwohnung ours: 3
orig: Zimmer 	 languagetool:  	 correct: Dreizimmerwohnung ours: zimmer
orig: wohnung 	 languagetool: Wohnung 	 correct: Dreizimmerwohnung ours: Wohnung
orig: ist 	 languagetool:  	 correct: Dreizimmerwohnung ours: ist
orig: zeher 	 languagetool: zäher 	 correct: sehr ours: eher
orig: geheert 	 languagetool: geleert 	 correct: geehrte ours: geleert
orig: betzal 	 languagetool: betraf 	 correct: bezahle ours: betrat
orig: Freundlich 	 languagetool: freundlich 	 correct: freundlichen ours: freundliche
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: 2 1/2 	 languagetool:  	 correct: Zweieinhalbzimmerwohnung ours: HP
orig: Zimmer 	 languagetool:  	 correct: Zweieinhalbzimmerwohnung ours: zimmer
orig: wohnung 	 languagetool: Wohnung 	 correct: Zweieinhalbzimmerwohnung ours: Wohnung
orig: , 	 languagetool:  	 correct: Zweieinhalbzimmerwohnung ours: ,
orig: Altere 	 languagetool:  	 correct: ältere ours: Alter
orig: Tauchter 	 languagetool: Taucht er 	 correct: Tochter ours: Taucher
orig: probleme 	 languagetool: Probleme 	 correct: Problem ours: Probleme
orig: in 	 languagetool:  	 correct: insgesamt ours: in
orig: gesamt 	 languagetool:  	 correct: insgesamt ours: gesamt
orig: cca 	 languagetool: CCA 	 correct: ca. ours: da
orig: M.fG 	 languagetool: MfG 	 correct: mfG ours: MG
orig: . 	 languagetool:  	 correct: mfG ours: .
orig: Kanst 	 languagetool: Kannst 	 correct: kannst ours: Kunst
orig: lieblings 	 languagetool: Lieblings 	 correct: Lieblingstier ours: Liebling
orig: Tier 	 languagetool:  	 correct: Lieblingstier ours: Eier
orig: Nächste 	 languagetool:  	 correct: nächste ours: nächsten
orig: Vorbereit 	 languagetool: Vor bereit 	 correct: vorbereitet ours: vorbereite
orig: in 	 languagetool:  	 correct: ihn ours: in
orig: nächte 	 languagetool: Nächte 	 correct: nächste ours: Nächste
orig: mal 	 languagetool:  	 correct: Mal ours: mal
orig: futern 	 languagetool: Gütern 	 correct: füttern ours: futtern
orig: Wissen 	 languagetool:  	 correct: wissen ours: Wissen
orig: Schussl 	 languagetool: Schuss 	 correct: Schüssel ours: Schuss
orig: morgen 	 languagetool:  	 correct: Morgen ours: morgen
orig: faren 	 languagetool: waren 	 correct: fahren ours: waren
orig: Gug 	 languagetool: Auch 	 correct: gut ours: Gut
orig: fitter 	 languagetool: Fitter 	 correct: fütter ours: Filter
orig: mall 	 languagetool: Fall 	 correct: Mal ours: mal
orig: in 	 languagetool:  	 correct: ihm ours: in
orig: auf 	 languagetool:  	 correct: aufpassen ours: auf
orig: Passen 	 languagetool:  	 correct: aufpassen ours: passen
orig: MtiFreundlichen 	 languagetool:  	 correct: Mit freundlichen ours: Freundlichen
orig: arbeite 	 languagetool:  	 correct: Arbeitsreise ours: arbeitet
orig: Reis 	 languagetool:  	 correct: Arbeitsreise ours: Reise
orig: Veilen 	 languagetool: Teilen 	 correct: Vielen ours: Teilen
orig: Könnst 	 languagetool: Gönnst 	 correct: Kannst ODER Könntest ours: Kannst
orig: Friest 	 languagetool: Fries 	 correct: frisst ours: Frist
orig: Tualete 	 languagetool: Talente 	 correct: Toilette ours: Talente
orig: mal 	 languagetool:  	 correct: Mal ours: mal
orig: Machts 	 languagetool:  	 correct: Mach´s ours: Macht
orig: Klein 	 languagetool:  	 correct: kleines ours: klein
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: Kamm 	 languagetool:  	 correct: kann ours: Damm
orig: Fahre 	 languagetool:  	 correct: fahre ours: Jahre
orig: Seher 	 languagetool:  	 correct: Sehr ours: Eher
orig: Geschefts 	 languagetool: Geschäfts 	 correct: Geschäftsarbeit ours: Geschäft
orig: arbeit 	 languagetool: Arbeit 	 correct: Geschäftsarbeit ours: arbeiten
orig: mir 	 languagetool:  	 correct: mitnehmen ours: mit
orig: nehmen 	 languagetool:  	 correct: mitnehmen ours: nehmen
orig: kummert 	 languagetool: kümmert 	 correct:  kümmmert ours: kümmert
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: faien 	 languagetool: feien 	 correct: feiern ours: faxen
orig: Konnen 	 languagetool:  	 correct: können ours: Kennen
orig: hilfe 	 languagetool:  	 correct: helfen ours: hilft
orig: 20Ten 	 languagetool:  	 correct: 20sten ours: Toten
orig: 22Ten 	 languagetool:  	 correct: 22sten ours: Toten
orig: hunde 	 languagetool: Hunde 	 correct: Hunden ours: Hunde
orig: hause 	 languagetool:  	 correct: Hause ours: pause
orig: mit 	 languagetool:  	 correct: mitnehmen ours: mir
orig: nehemen 	 languagetool: nehmen 	 correct: mitnehmen ours: nehmen
orig: Cus 	 languagetool: Aus 	 correct: Tschüss ours: Bus
orig: Arbeiten 	 languagetool:  	 correct: arbeiten ours: Arbeiten
orig: sicken 	 languagetool: Sicken 	 correct: schicken ours: ficken
orig: sie 	 languagetool:  	 correct: Sie ours: die
orig: Suche 	 languagetool:  	 correct: suche ours: Suche
orig: wohnung 	 languagetool: Wohnung 	 correct: Wohnungsmiete ours: Wohnung
orig: miete 	 languagetool:  	 correct: Wohnungsmiete ours: mieten
orig: zweizimmer 	 languagetool: Zweizimmer 	 correct: Zweizimmerwohnung ours: Zweisitzer
orig: wohnung 	 languagetool: Wohnung 	 correct: Zweizimmerwohnung ours: Wohnung
orig: höfflich 	 languagetool: höflich 	 correct: hoffentlich ours: höflich
orig: band 	 languagetool:  	 correct: Bad ours: Band
orig: vilechte 	 languagetool: Vilechte 	 correct: Vielleicht ours: Stilechte
orig: Wisse 	 languagetool:  	 correct: wissen ours: Wissen
orig: Schön 	 languagetool: schön 	 correct: schon ours: schön
orig: ihre 	 languagetool:  	 correct: Ihre ours: ihr
orig: Anzige 	 languagetool: Ansicht 	 correct: Anzeige ours: Anzüge
orig: besichtigung 	 languagetool: Besichtigung 	 correct: Besichtigungstermin ours: Besichtigung
orig: termin 	 languagetool: Termin 	 correct: Besichtigungstermin ours: Termin
orig: Wohn 	 languagetool:  	 correct: Wohnamt ours: John
orig: Amt 	 languagetool:  	 correct: Wohnamt ours: Art
orig: Meine 	 languagetool:  	 correct: meine ours: eine
orig: 3-Zimmer 	 languagetool:  	 correct: Dreizimmerwohnung ours: Zimmer
orig: Wohnung 	 languagetool:  	 correct: Dreizimmerwohnung ours: Wohnung
orig: 3-Zimmer 	 languagetool:  	 correct: Dreizimmerwohnung ours: immer
orig: Wonung 	 languagetool: Wohnung 	 correct: Dreizimmerwohnung ours: Wohnung
orig: pro-jahr 	 languagetool: pro -jahr 	 correct: pro Jahr ours: probier
orig: Seehr 	 languagetool: Seher 	 correct: Sehr ours: Mehr
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: Jetz 	 languagetool: Jets 	 correct: Jetzt ours: Netz
orig: Deutsch 	 languagetool:  	 correct: Deutschkurs ours: deutsch
orig: Kurs 	 languagetool:  	 correct: Deutschkurs ours: Kurse
orig: Gerage 	 languagetool: Geräte 	 correct: Garage ours: Gelage
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: Wohnung 	 languagetool:  	 correct: Wohnungsamt ours: Wohnung
orig: samt 	 languagetool:  	 correct: Wohnungsamt ours: satt
orig: das 	 languagetool: Das 	 correct: Deswegen ours: Das
orig: wegen 	 languagetool:  	 correct: Deswegen ours: gegen
orig: Wohnung 	 languagetool:  	 correct: Wohnungsanzeige ours: Wohnen
orig: Anziege 	 languagetool: Anzeige 	 correct: Wohnungsanzeige ours: Anzeige
orig: 2Zimmer 	 languagetool:  	 correct: Zweizimmerwohnung ours: Zimmer
orig: Wonung 	 languagetool: Wohnung 	 correct: Zweizimmerwohnung ours: Wohnung
orig: I 	 languagetool:  	 correct: Ich ours: I
orig: vereiban 	 languagetool: vereinbar 	 correct: vereinbaren ours: vereinbar
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: nästern 	 languagetool: Western 	 correct: nächsten ours: lästern
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: Klein 	 languagetool: klein 	 correct: kleine ours: klein
orig: Wohnung 	 languagetool:  	 correct: Wohnungsmiete ours: Wohnung
orig: miete 	 languagetool: mieten 	 correct: Wohnungsmiete ours: mieten
orig: Sagen 	 languagetool:  	 correct: sagen ours: Sagen
orig: Bade 	 languagetool:  	 correct: Badezimmer ours: Base
orig: Zimmer 	 languagetool:  	 correct: Badezimmer ours: Zimmer
orig: Schlaf 	 languagetool:  	 correct: Schlafzimmer ours: Schlaf
orig: Zimmer 	 languagetool:  	 correct: Schlafzimmer ours: immer
orig: Personnen.Ich 	 languagetool:  	 correct: Personen. Ich ours: Personen
orig: Seehgrte 	 languagetool: Seehunde 	 correct: Sehr geehrte ours: Geehrte
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: sie 	 languagetool:  	 correct: Sie ours: die
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: drei 	 languagetool:  	 correct: Dreizimmerwohnung ours: drei
orig: zimmer 	 languagetool: Zimmer 	 correct: Dreizimmerwohnung ours: zimmer
orig: wohnung 	 languagetool: Wohnung 	 correct: Dreizimmerwohnung ours: Wohnung
orig: Nebenkostet 	 languagetool: Neben kostet 	 correct: Nebenkosten ours: gekostet
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
orig: 3 	 languagetool:  	 correct: Dreizimmerwohnung ours: 3
orig: zimmer 	 languagetool: Zimmer 	 correct: Dreizimmerwohnung ours: zimmer
orig: wohnung 	 languagetool: Wohnung 	 correct: Dreizimmerwohnung ours: Wohnung
orig: hause 	 languagetool:  	 correct: Haus ours: pause
orig: eltern 	 languagetool: Eltern 	 correct: Elternhaus ours: Eltern
orig: Hause 	 languagetool:  	 correct: Elternhaus ours: Haus
orig: daß 	 languagetool: das 	 correct: dass ours: das
orig: Wohne 	 languagetool:  	 correct: Woche ours: ohne
orig: kommen 	 languagetool: Kommen 	 correct: kommenden ours: kommen
orig: den 	 languagetool:  	 correct: kommenden ours: der
orig: Ihen 	 languagetool: Ehen 	 correct: ihn ours: Ihnen
orig: Erinnst 	 languagetool: Rinnst 	 correct: Erinnerst ours: Rinnst
orig: HausTiren 	 languagetool: Haustieren 	 correct: Haustiere ours: hausieren
orig: Leiber 	 languagetool:  	 correct: Lieber ours: Leiter
orig: hunt 	 languagetool: rund 	 correct: Hund ours: bunt
orig: essen 	 languagetool:  	 correct: Essen ours: essen
orig: wohen 	 languagetool:  	 correct: Wochen ours: woher
orig: Nächter 	 languagetool: Rechter 	 correct: Nächsten ours: Nächte
orig: hause 	 languagetool:  	 correct: Haus ours: hasse
orig: Entschuldig 	 languagetool: Endgültig 	 correct: Entschuldige ours: Entschuldigt
orig: gefällen 	 languagetool: Gefällen 	 correct: Gefallen ours: gefallen
orig: hund 	 languagetool:  	 correct: Hund ours: und
orig: Liber 	 languagetool: Leber 	 correct: Lieber ours: Libero
orig: nich 	 languagetool: sich 	 correct: nicht ours: mich
orig: mal 	 languagetool:  	 correct: Mal ours: mal
orig: auf 	 languagetool:  	 correct: aufpassen ours: auf
orig: passen 	 languagetool:  	 correct: aufpassen ours: lassen
orig: spaziergehen 	 languagetool: Spaziergehen 	 correct: spazieren gehen ours: spazieren
orig: mit 	 languagetool:  	 correct: mitnehmen ours: mit
orig: nehmen 	 languagetool:  	 correct: mitnehmen ours: nehmen
orig: grüßen 	 languagetool:  	 correct: Grüßen ours: grüßen
orig: Ich 	 languagetool:  	 correct: ich ours: Ich
